Gene_1,Gene_2,MI
CD61/ITGB3,KLF1,0.128558648923975
CD38,LOX,0.128500962678478
GFI1B,PIM1,0.128448537839011
CXCR4,TMOD1,0.128436664868857
BIM/BCL2,GFI1B,0.128397631933419
CD38,ETS1,0.127969081478808
BIM/BCL2,LOX,0.127566922385499
CLU,TMEM180/MFSD13A,0.126866708373548
KLF1,MEIS1,0.126751594922517
CD61/ITGB3,TMOD1,0.126594629408612
ANK1,P27KIP1/CDKN1B,0.126324694886117
CD110/MPL,CD47,0.126244020915797
CCDC124,CLU,0.12622455544808
GATA1,TUBB2A,0.126138910497849
GATA2,TUBB2A,0.126069843805445
CD117/KIT,PIM1,0.125877467856374
BIM/BCL2,TUBB2A,0.125708099474906
CCDC124,CD61/ITGB3,0.125697300410582
P27KIP1/CDKN1B,TUBB2A,0.125129710127341
DHRS3,FOG1/ZFPM1,0.125055383176849
CD38,CD61/ITGB3,0.125004267695803
CD61/ITGB3,TUBB2A,0.124891226754928
CD110/MPL,CD38,0.12484642989989
CCDC124,GABPA,0.124520201186126
FHL1,TMEM180/MFSD13A,0.124425995209491
BIM/BCL2,VWF,0.124259591297232
CXCR4,GATA1,0.124082886244622
FHL1,MEIS1,0.123995276542888
CD38,SELP,0.123858033968309
HIF1A,KLF1,0.12385749629567
CXCR4,FOXO3,0.123815441020725
CD38,SPI1,0.123704173173545
FOG1/ZFPM1,LOX,0.123640744893018
CD9,FOG1/ZFPM1,0.123607761605181
MEIS1,TUBB2A,0.123499482571263
FOXO3,MEIS1,0.12320588469728
CCDC124,CD34,0.1230326714286
CD38,RGS18,0.122896488484385
FOXO3,LSD1/KDM1A,0.122447785575058
TMOD1,VWF,0.122444310624551
CXCR4,PIM1,0.122424561952428
CD36,CD47,0.122133375839279
PIM1,RGS18,0.122035225938202
CCDC124,CD44,0.121797211184802
FHL1,PIM1,0.121423279765571
FHL1,TUBB2A,0.121411390362623
DHRS3,MEIS1,0.121266734639503
KLF1,SPI1,0.120370658555292
CD38,TUBB2A,0.120051841579812
DHRS3,RGS18,0.119848235145148
FHL1,TMOD1,0.119783105417832
JAK2,PIM1,0.119740360843348
FOXO3,LOX,0.119620802858748
KLF1,SELP,0.119603112683111
BIM/BCL2,SPI1,0.119498233905116
SPI1,TMOD1,0.119259086505015
SELP,TMOD1,0.119029345819139
CCDC124,TMEM180/MFSD13A,0.118723525826016
LOX,PIM1,0.117906928425952
CXCR4,LOX,0.117799656749312
CD36,CXCR4,0.117756015123383
KLF1,TUBB2A,0.117094058709667
CD47,SPI1,0.116439074476077
KLF1,VWF,0.116310847446137
CNRIP1,CXCR4,0.116296107953629
CD9,TUBB2A,0.116236883787918
CD47,GATA2,0.115944046241982
CD47,CDK4,0.115900916376488
CD47,GFI1B,0.115888600415309
BIM/BCL2,TMOD1,0.115833125946412
CD61/ITGB3,CXCR4,0.115820971940526
CD47,CLU,0.11564182310986
TMEM180/MFSD13A,TUBB2A,0.115203626765366
BIM/BCL2,GATA2,0.115196684093378
FOXO3,GATA2,0.114920068137486
CCDC124,VWF,0.114830847313361
CD38,VWF,0.11481070372143
CCDC124,CD36,0.114475515651202
ANK1,CXCR4,0.114433623199599
FHL1,SELP,0.114397352847362
CD44,TUBB2A,0.113995974389005
BIM/BCL2,CD36,0.11392889588407
CD44,CXCR4,0.113897380064551
CXCR4,FOG1/ZFPM1,0.11389061964395
CD38,CXCR4,0.113290640528225
DHRS3,FHL1,0.113283606958041
CD47,TUBB2A,0.113022330884765
CXCR4,SELP,0.112794069210369
BIM/BCL2,CLU,0.112253019177852
CD110/MPL,FOXO3,0.112104343759676
CCDC124,CNRIP1,0.111967472650478
RGS18,TUBB2A,0.111800603131034
BIM/BCL2,CD61/ITGB3,0.111322027073423
CXCR4,TUBB2A,0.111077288451032
FOXO3,HPRT1,0.110952391996864
CCDC124,KLF1,0.110914008888425
ETS1,PIM1,0.110770145474649
SELP,TUBB2A,0.110171274189951
P27KIP1/CDKN1B,SELP,0.110087681635655
CCDC124,SPI1,0.109910295898846
PIM1,TUBB2A,0.109854292303022
P27KIP1/CDKN1B,PIM1,0.109633850090023
ETS1,KLF1,0.10933105339213
BIM/BCL2,CTNNB1,0.109316029601822
CD44,FOXO3,0.109311071160251
CCDC124,DHRS3,0.108751519689928
CD38,FHL1,0.108004736136569
CD47,ETS1,0.107877723814804
CCDC124,MEIS1,0.107854695084476
KLF1,SDPR,0.107770638242805
CNRIP1,FOXO3,0.107701667814459
FOG1/ZFPM1,FOXO3,0.107401203508397
FOG1/ZFPM1,SELP,0.107200857618241
CD44,CD47,0.107194190480697
CCDC124,LOX,0.107171183107827
BIM/BCL2,FHL1,0.106874757567881
CD34,CD47,0.106301790346887
CD34,FOXO3,0.106110443365778
BIM/BCL2,ETS1,0.10546223766231
ANK1,CD47,0.105359333176951
PIM1,TMOD1,0.105056733272115
BIM/BCL2,CD34,0.104985644244226
FOXO3,TMOD1,0.104082205823234
FOXO3,GATA1,0.103981072230944
CCDC124,SELP,0.103762389552837
BIM/BCL2,SDPR,0.103465370122292
DHRS3,VWF,0.103362747266031
CD47,P27KIP1/CDKN1B,0.10311713441562
CD9,TMOD1,0.103040885530286
CD47,TMEM180/MFSD13A,0.102988418615404
FOXO3,TMEM180/MFSD13A,0.102942662982071
CCDC124,SDPR,0.102872465340481
KLF1,PIM1,0.102546193913644
CCDC124,ETS1,0.102408982635327
CD47,FOG1/ZFPM1,0.102318406250027
FOXO3,HIF1A,0.102149968764135
CD36,P27KIP1/CDKN1B,0.102129582550409
BIM/BCL2,CD44,0.102080440818258
CD38,PIM1,0.100860931667453
CD38,FOXO3,0.100519636804328
BIM/BCL2,HIF1A,0.100414507573991
CD47,RGS18,0.100029690892302
FOXO3,SELP,0.099799589099572
CD9,RGS18,0.09873789382994
BIM/BCL2,P27KIP1/CDKN1B,0.098491179779496
CD47,DHRS3,0.098022110873793
CD47,SDPR,0.097219652561111
CD47,KLF1,0.096376977356975
BIM/BCL2,MEIS1,0.096369106566305
KLF1,RGS18,0.096279226688854
CCDC124,TMOD1,0.095354707929092
CD38,CD47,0.094913082073535
BIM/BCL2,CXCR4,0.0946999141853
FOXO3,KLF1,0.094633919004539
CLU,KLF1,0.094219871305128
PIM1,TMEM180/MFSD13A,0.093352769533185
KLF1,P27KIP1/CDKN1B,0.093296454926691
BIM/BCL2,CD38,0.092593897867487
DHRS3,P27KIP1/CDKN1B,0.092542269958515
BIM/BCL2,PIM1,0.092368353061256
CD47,FOXO3,0.092188988888239
BIM/BCL2,RGS18,0.090875264370211
CD47,SELP,0.089691343388903
BIM/BCL2,FOXO3,0.089370905034295
CXCR4,KLF1,0.088788174106418
CCDC124,PIM1,0.088750867625881
CCDC124,CXCR4,0.088462219144811
CCDC124,RGS18,0.08787683943262
CCDC124,CD38,0.087665848237265
ANK1,FOXO3,0.087172983111971
CD47,CD61/ITGB3,0.087052232871604
DHRS3,FOXO3,0.086754376621391
CXCR4,DHRS3,0.08651153220178
FHL1,KLF1,0.086364383877133
BIM/BCL2,CCDC124,0.086180449904733
CD9,FOXO3,0.086140868290249
CD47,VWF,0.085800511150002
CD47,GATA1,0.085599905763969
FOXO3,TUBB2A,0.085491852806891
CD47,CD9,0.084851613588596
BIM/BCL2,CD9,0.084579847405281
CD61/ITGB3,FOXO3,0.083933364281896
CD47,PIM1,0.082778715641194
PIM1,SELP,0.082756143345345
CCDC124,CD9,0.08232799284033
CCDC124,FHL1,0.081836031054999
CD9,PIM1,0.081673672811525
BIM/BCL2,CD47,0.081422417439996
CD36,FOXO3,0.079749402605249
CCDC124,P27KIP1/CDKN1B,0.079649617747276
FOXO3,PIM1,0.079380919890388
CD47,FHL1,0.076600527198635
CD47,CXCR4,0.075767498844948
CCDC124,TUBB2A,0.070718292607194
BIM/BCL2,SELP,0.070017447690262
CCDC124,FOXO3,0.065663059349515
CCDC124,CD47,0.06343420390778
