,gene1,gene2,value,gene_pair
761,CDK6,VWF,0.209558735853465,CDK6 & VWF
762,HPRT1,MEIS1,0.209407082194959,HPRT1 & MEIS1
763,CDK4,KLF1,0.209338607188242,CDK4 & KLF1
764,EIF4EBP1,TMOD1,0.209260487006002,EIF4EBP1 & TMOD1
765,CD36,CDK6,0.209168670338008,CD36 & CDK6
766,CD9,EIF4EBP1,0.209014023004597,CD9 & EIF4EBP1
767,FOG1/ZFPM1,JAK2,0.208907414614328,FOG1/ZFPM1 & JAK2
768,GABPA,MEIS1,0.20850908275825,GABPA & MEIS1
769,CD9,TAL1,0.208352261992679,CD9 & TAL1
770,GATA2,SPI1,0.20829679063055,GATA2 & SPI1
771,CDK4,DHRS3,0.208048307475072,CDK4 & DHRS3
772,ETS1,P27KIP1/CDKN1B,0.20778605210743,ETS1 & P27KIP1/CDKN1B
773,ANK1,GABPA,0.207681459314598,ANK1 & GABPA
774,MEIS1,MYB,0.207557305568704,MEIS1 & MYB
775,CD117/KIT,CD9,0.207547211454819,CD117/KIT & CD9
776,CD41/ITGA2B,RGS18,0.207490150033117,CD41/ITGA2B & RGS18
777,CD44,CD9,0.207374904233292,CD44 & CD9
778,CD34,VWF,0.207106798400644,CD34 & VWF
779,FOG1/ZFPM1,MYB,0.206991183646308,FOG1/ZFPM1 & MYB
780,CD110/MPL,SPI1,0.206947886463644,CD110/MPL & SPI1
781,CD9,CLU,0.206723083310582,CD9 & CLU
782,CD105/ENG,P27KIP1/CDKN1B,0.206560170522073,CD105/ENG & P27KIP1/CDKN1B
783,ANK1,VWF,0.206439331843757,ANK1 & VWF
784,CD61/ITGB3,LSD1/KDM1A,0.206403821021565,CD61/ITGB3 & LSD1/KDM1A
785,CD41/ITGA2B,FHL1,0.206139888294341,CD41/ITGA2B & FHL1
786,CD105/ENG,CD44,0.206093546781546,CD105/ENG & CD44
787,DHRS3,JAK2,0.206016423181761,DHRS3 & JAK2
788,MEIS1,SRD5A3,0.205969905524157,MEIS1 & SRD5A3
789,DHRS3,MYB,0.205927339779254,DHRS3 & MYB
790,GATA1,SPI1,0.205884448026327,GATA1 & SPI1
791,DDB1,SPI1,0.205844211309462,DDB1 & SPI1
792,LSD1/KDM1A,RGS18,0.205793108206019,LSD1/KDM1A & RGS18
793,CNRIP1,CTNNB1,0.205291973231178,CNRIP1 & CTNNB1
794,CLU,CXCR4,0.205240500430749,CLU & CXCR4
795,DHRS3,EIF4EBP1,0.204636794294937,DHRS3 & EIF4EBP1
796,ETS1,SDPR,0.204491731823109,ETS1 & SDPR
797,CD41/ITGA2B,P27KIP1/CDKN1B,0.204251292476357,CD41/ITGA2B & P27KIP1/CDKN1B
798,CD42/GP1BA,TMOD1,0.203756107073337,CD42/GP1BA & TMOD1
799,HPRT1,SDPR,0.203752560526518,HPRT1 & SDPR
800,CD110/MPL,RGS18,0.203740602065943,CD110/MPL & RGS18
801,CD117/KIT,SDPR,0.203709996161091,CD117/KIT & SDPR
802,MYB,VWF,0.203330328791364,MYB & VWF
803,CLU,JAK2,0.20332664600288,CLU & JAK2
804,JAK2,VWF,0.203133519654,JAK2 & VWF
805,CD42/GP1BA,TUBB2A,0.20312912294465,CD42/GP1BA & TUBB2A
806,CD105/ENG,ETS1,0.202983541838634,CD105/ENG & ETS1
807,CD34,SDPR,0.20287282884965,CD34 & SDPR
808,CDK4,FOG1/ZFPM1,0.202744118392008,CDK4 & FOG1/ZFPM1
809,MYB,SPI1,0.202577358876951,MYB & SPI1
810,CD36,FOG1/ZFPM1,0.202416312120404,CD36 & FOG1/ZFPM1
811,CDK4,TMOD1,0.202340083525137,CDK4 & TMOD1
812,KLF1,RUNX1,0.202130058698694,KLF1 & RUNX1
813,CD110/MPL,TMOD1,0.202038360076042,CD110/MPL & TMOD1
814,RGS18,TAL1,0.201977346873974,RGS18 & TAL1
815,GABPA,SELP,0.201621534694169,GABPA & SELP
816,DDB1,SELP,0.201590042932964,DDB1 & SELP
817,CD34,P27KIP1/CDKN1B,0.201586054492592,CD34 & P27KIP1/CDKN1B
818,CNRIP1,ETS1,0.201553824777151,CNRIP1 & ETS1
819,SPI1,SRD5A3,0.201489219018225,SPI1 & SRD5A3
820,CD44,LOX,0.201062281725001,CD44 & LOX
821,HPRT1,TMOD1,0.200995012454332,HPRT1 & TMOD1
822,RGS18,VWF,0.200852174337145,RGS18 & VWF
823,CD110/MPL,CDK4,0.200812450613357,CD110/MPL & CDK4
824,GABPA,TMEM180/MFSD13A,0.200668630197637,GABPA & TMEM180/MFSD13A
825,DDB1,DHRS3,0.200522486851,DDB1 & DHRS3
826,CD34,CDK4,0.200511072364652,CD34 & CDK4
827,CDK6,RGS18,0.200463945025574,CDK6 & RGS18
828,FOG1/ZFPM1,SDPR,0.20038402907304,FOG1/ZFPM1 & SDPR
829,PIM1,TGFB1,0.200375685637778,PIM1 & TGFB1
830,FHL1,TAL1,0.199910589429749,FHL1 & TAL1
831,CTNNB1,KLF1,0.199595325384777,CTNNB1 & KLF1
832,CD117/KIT,CD61/ITGB3,0.199272255415129,CD117/KIT & CD61/ITGB3
833,RGS18,TGFB1,0.199118471120788,RGS18 & TGFB1
834,CDK4,GABPA,0.199053617882316,CDK4 & GABPA
835,DHRS3,HPRT1,0.198938928326338,DHRS3 & HPRT1
836,CD44,SDPR,0.198670419754262,CD44 & SDPR
837,HPRT1,VWF,0.198580677336746,HPRT1 & VWF
838,CLU,GFI1B,0.19852868918962,CLU & GFI1B
839,DHRS3,TMEM180/MFSD13A,0.198408050414906,DHRS3 & TMEM180/MFSD13A
840,CD61/ITGB3,DDB1,0.198086297635423,CD61/ITGB3 & DDB1
841,JAK2,LOX,0.198024787154514,JAK2 & LOX
842,JAK2,SDPR,0.197953226154666,JAK2 & SDPR
843,GATA2,RGS18,0.197882403571492,GATA2 & RGS18
844,ETS1,HPRT1,0.19759975064824,ETS1 & HPRT1
845,ANK1,BIM/BCL2,0.197453436754432,ANK1 & BIM/BCL2
846,CD44,GABPA,0.197369710966009,CD44 & GABPA
847,CNRIP1,VWF,0.197214922356672,CNRIP1 & VWF
848,CD34,RGS18,0.197152222710591,CD34 & RGS18
849,CD61/ITGB3,MYB,0.197055649115599,CD61/ITGB3 & MYB
850,CD105/ENG,LOX,0.196665361774724,CD105/ENG & LOX
851,ETS1,TMEM180/MFSD13A,0.196638118316031,ETS1 & TMEM180/MFSD13A
852,CD44,KLF1,0.196527518365402,CD44 & KLF1
853,FOG1/ZFPM1,KLF1,0.196271317805384,FOG1/ZFPM1 & KLF1
854,CDK4,MEIS1,0.196057935378074,CDK4 & MEIS1
855,GATA2,VWF,0.195591830413202,GATA2 & VWF
856,CD34,CNRIP1,0.195528980669034,CD34 & CNRIP1
857,CXCR4,GABPA,0.19538176549642,CXCR4 & GABPA
858,CD117/KIT,RGS18,0.195303868086919,CD117/KIT & RGS18
859,CD38,KLF1,0.194856113769066,CD38 & KLF1
860,CXCR4,TAL1,0.19484325146948,CXCR4 & TAL1
861,MCL1,PIM1,0.194744952633671,MCL1 & PIM1
862,P27KIP1/CDKN1B,SRD5A3,0.194615147595412,P27KIP1/CDKN1B & SRD5A3
863,SRD5A3,TMOD1,0.194357368523732,SRD5A3 & TMOD1
864,CCDC124,CDK6,0.194128753178453,CCDC124 & CDK6
865,CDK4,VWF,0.194097469886628,CDK4 & VWF
866,CXCR4,LSD1/KDM1A,0.194047935549964,CXCR4 & LSD1/KDM1A
867,CD9,CTNNB1,0.193922384894634,CD9 & CTNNB1
868,SRD5A3,VWF,0.193695031924244,SRD5A3 & VWF
869,CD105/ENG,FOG1/ZFPM1,0.193614009715169,CD105/ENG & FOG1/ZFPM1
870,GATA2,LOX,0.193594818433209,GATA2 & LOX
871,GATA1,MEIS1,0.193227591403115,GATA1 & MEIS1
872,GABPA,RGS18,0.193171702577465,GABPA & RGS18
873,CD9,DDB1,0.192897232097561,CD9 & DDB1
874,CD71/TFRC,TUBB2A,0.192892811806503,CD71/TFRC & TUBB2A
875,HIF1A,SELP,0.192794488662902,HIF1A & SELP
876,CTNNB1,CXCR4,0.192631138082423,CTNNB1 & CXCR4
877,CD71/TFRC,P27KIP1/CDKN1B,0.192598726039383,CD71/TFRC & P27KIP1/CDKN1B
878,CD105/ENG,SDPR,0.192484077873341,CD105/ENG & SDPR
879,GATA1,TMOD1,0.192465331441428,GATA1 & TMOD1
880,CTNNB1,TUBB2A,0.192334249703783,CTNNB1 & TUBB2A
881,BIM/BCL2,CD105/ENG,0.192219235447146,BIM/BCL2 & CD105/ENG
882,CD42/GP1BA,DHRS3,0.192029547487145,CD42/GP1BA & DHRS3
883,RGS18,RUNX1,0.192022558307421,RGS18 & RUNX1
884,CD71/TFRC,FHL1,0.191654740134951,CD71/TFRC & FHL1
885,KLF1,TGFB1,0.191615463826526,KLF1 & TGFB1
886,CD44,DHRS3,0.191569021859266,CD44 & DHRS3
887,CD44,VWF,0.191313470858086,CD44 & VWF
888,CTNNB1,RGS18,0.191125419191959,CTNNB1 & RGS18
889,CLU,SRD5A3,0.190920891122273,CLU & SRD5A3
890,CD110/MPL,ETS1,0.190708740930313,CD110/MPL & ETS1
891,BIM/BCL2,CD41/ITGA2B,0.190255133835893,BIM/BCL2 & CD41/ITGA2B
892,BIM/BCL2,CD117/KIT,0.19022817674316,BIM/BCL2 & CD117/KIT
893,GFI1B,RGS18,0.190213063694467,GFI1B & RGS18
894,CD36,GABPA,0.19010876938199,CD36 & GABPA
895,MEIS1,RGS18,0.190007576013131,MEIS1 & RGS18
896,CD117/KIT,VWF,0.189683802564968,CD117/KIT & VWF
897,ETS1,GATA2,0.189654288646817,ETS1 & GATA2
898,CLU,SELP,0.189651818222861,CLU & SELP
899,MYB,TUBB2A,0.189432799993352,MYB & TUBB2A
900,CD36,CD44,0.189328491808746,CD36 & CD44
901,SDPR,SRD5A3,0.189295717987981,SDPR & SRD5A3
902,CD110/MPL,CD44,0.189185887905655,CD110/MPL & CD44
903,GATA2,P27KIP1/CDKN1B,0.189138642238024,GATA2 & P27KIP1/CDKN1B
904,CTNNB1,FHL1,0.188637325561565,CTNNB1 & FHL1
905,ANK1,SDPR,0.188423670714698,ANK1 & SDPR
906,JAK2,SELP,0.188303643437474,JAK2 & SELP
907,GABPA,LOX,0.188299679513707,GABPA & LOX
908,LOX,SRD5A3,0.188154473908708,LOX & SRD5A3
909,CXCR4,RUNX1,0.187953669704938,CXCR4 & RUNX1
910,DDB1,RGS18,0.187822197431287,DDB1 & RGS18
911,CD105/ENG,CD38,0.187777101848563,CD105/ENG & CD38
912,CD41/ITGA2B,PIM1,0.187764372079698,CD41/ITGA2B & PIM1
913,CD9,ETS1,0.187679191754909,CD9 & ETS1
914,BIM/BCL2,CNRIP1,0.18761628579775,BIM/BCL2 & CNRIP1
915,CD9,HIF1A,0.187378371296986,CD9 & HIF1A
916,BIM/BCL2,CDK6,0.187281307261014,BIM/BCL2 & CDK6
917,FHL1,RUNX1,0.187126491164705,FHL1 & RUNX1
918,CD36,TUBB2A,0.187121352858383,CD36 & TUBB2A
919,CLU,FOG1/ZFPM1,0.186995980071067,CLU & FOG1/ZFPM1
920,CD44,RGS18,0.186902293719969,CD44 & RGS18
921,CD36,SDPR,0.186755675309758,CD36 & SDPR
922,MEIS1,SDPR,0.186641025849993,MEIS1 & SDPR
923,CDK4,P27KIP1/CDKN1B,0.186610478999628,CDK4 & P27KIP1/CDKN1B
924,CLU,FOXO3,0.186509593550768,CLU & FOXO3
925,FOG1/ZFPM1,SRD5A3,0.186382066728418,FOG1/ZFPM1 & SRD5A3
926,GABPA,TUBB2A,0.186331175138953,GABPA & TUBB2A
927,LOX,SELP,0.186215609455922,LOX & SELP
928,CD42/GP1BA,PIM1,0.186126909173838,CD42/GP1BA & PIM1
929,CD42/GP1BA,CD47,0.185951153189315,CD42/GP1BA & CD47
930,CD110/MPL,SELP,0.185934747154494,CD110/MPL & SELP
931,CD36,HIF1A,0.185824442505369,CD36 & HIF1A
932,BIM/BCL2,GATA1,0.185700726982121,BIM/BCL2 & GATA1
933,ETS1,GATA1,0.184899760666185,ETS1 & GATA1
934,CD34,CD36,0.184194245381132,CD34 & CD36
935,SDPR,VWF,0.183802926522212,SDPR & VWF
936,BIM/BCL2,MCL1,0.183588010740609,BIM/BCL2 & MCL1
937,CNRIP1,HIF1A,0.183537502561429,CNRIP1 & HIF1A
938,CCDC124,RUNX1,0.183479479919328,CCDC124 & RUNX1
939,CD38,CDK4,0.183470547831841,CD38 & CDK4
940,CD9,CDK6,0.183444043802079,CD9 & CDK6
941,CD38,SRD5A3,0.183279403245557,CD38 & SRD5A3
942,CCDC124,MCL1,0.183143308863112,CCDC124 & MCL1
943,CD38,CD42/GP1BA,0.183108782275086,CD38 & CD42/GP1BA
944,ETS1,RGS18,0.183023351529668,ETS1 & RGS18
945,CD36,SRD5A3,0.183013112590793,CD36 & SRD5A3
946,HIF1A,LOX,0.182991833188542,HIF1A & LOX
947,CCDC124,CD71/TFRC,0.18264061860897,CCDC124 & CD71/TFRC
948,CD71/TFRC,PIM1,0.182510744908522,CD71/TFRC & PIM1
949,CDK6,DHRS3,0.182410251592809,CDK6 & DHRS3
950,CCDC124,CD41/ITGA2B,0.182381789535405,CCDC124 & CD41/ITGA2B
951,ANK1,CD34,0.1822966569895,ANK1 & CD34
952,MEIS1,SPI1,0.182213728830363,MEIS1 & SPI1
953,CCDC124,TAL1,0.182202634718754,CCDC124 & TAL1
954,CD47,TGFB1,0.182002722696214,CD47 & TGFB1
955,DDB1,PIM1,0.181933820774879,DDB1 & PIM1
956,FOXO3,TAL1,0.181824386457524,FOXO3 & TAL1
957,CNRIP1,SDPR,0.181750146962643,CNRIP1 & SDPR
958,GATA2,TMEM180/MFSD13A,0.181628499030826,GATA2 & TMEM180/MFSD13A
959,CNRIP1,RGS18,0.181584657923947,CNRIP1 & RGS18
960,ANK1,MEIS1,0.181409065596121,ANK1 & MEIS1
961,FOXO3,P27KIP1/CDKN1B,0.18127969643833,FOXO3 & P27KIP1/CDKN1B
962,CDK4,CLU,0.181250994622006,CDK4 & CLU
963,CD44,CDK4,0.181078928103697,CD44 & CDK4
964,CD9,GATA2,0.181043322257261,CD9 & GATA2
965,LSD1/KDM1A,PIM1,0.180978575916947,LSD1/KDM1A & PIM1
966,CD105/ENG,SELP,0.180970178751304,CD105/ENG & SELP
967,CD44,MEIS1,0.180887477177711,CD44 & MEIS1
968,CD61/ITGB3,HIF1A,0.180821796790126,CD61/ITGB3 & HIF1A
969,HIF1A,TMEM180/MFSD13A,0.180685077906525,HIF1A & TMEM180/MFSD13A
970,MEIS1,SELP,0.180655846027365,MEIS1 & SELP
971,CXCR4,SDPR,0.180605118400438,CXCR4 & SDPR
972,SELP,SRD5A3,0.180208342412528,SELP & SRD5A3
973,ANK1,CD9,0.180028823280723,ANK1 & CD9
974,JAK2,SPI1,0.179661875015994,JAK2 & SPI1
975,CD61/ITGB3,HPRT1,0.179616761786528,CD61/ITGB3 & HPRT1
976,P27KIP1/CDKN1B,TMEM180/MFSD13A,0.179554089750234,P27KIP1/CDKN1B & TMEM180/MFSD13A
977,DHRS3,GFI1B,0.179546217508041,DHRS3 & GFI1B
978,FOG1/ZFPM1,HIF1A,0.179351138435698,FOG1/ZFPM1 & HIF1A
979,CD110/MPL,TMEM180/MFSD13A,0.17899468886466,CD110/MPL & TMEM180/MFSD13A
980,CXCR4,TGFB1,0.178979372783209,CXCR4 & TGFB1
981,CXCR4,MYB,0.178690831043707,CXCR4 & MYB
982,CNRIP1,SELP,0.178621306500316,CNRIP1 & SELP
983,CCDC124,LSD1/KDM1A,0.178590165730129,CCDC124 & LSD1/KDM1A
984,CD44,FHL1,0.178522064913947,CD44 & FHL1
985,FOG1/ZFPM1,P27KIP1/CDKN1B,0.17847858243282,FOG1/ZFPM1 & P27KIP1/CDKN1B
986,CLU,SPI1,0.178473127748534,CLU & SPI1
987,GATA2,PIM1,0.178408303824802,GATA2 & PIM1
988,BIM/BCL2,CDK4,0.178207597583185,BIM/BCL2 & CDK4
989,CD34,FHL1,0.178161061736347,CD34 & FHL1
990,TAL1,TUBB2A,0.178148993691907,TAL1 & TUBB2A
991,CDK6,FHL1,0.177897595793807,CDK6 & FHL1
992,CD42/GP1BA,CXCR4,0.177887060601212,CD42/GP1BA & CXCR4
993,CD42/GP1BA,KLF1,0.177676603724672,CD42/GP1BA & KLF1
994,CD61/ITGB3,CDK4,0.177478241944244,CD61/ITGB3 & CDK4
995,EIF4EBP1,RGS18,0.177308626915175,EIF4EBP1 & RGS18
996,CD38,DHRS3,0.177286650430365,CD38 & DHRS3
997,CD38,TMEM180/MFSD13A,0.177085266415736,CD38 & TMEM180/MFSD13A
998,PIM1,RUNX1,0.176966519472443,PIM1 & RUNX1
999,ANK1,HIF1A,0.176545435853124,ANK1 & HIF1A
1000,FHL1,VWF,0.17625372074101,FHL1 & VWF
1001,ANK1,LOX,0.175906365262127,ANK1 & LOX
1002,CD47,CTNNB1,0.175779421800546,CD47 & CTNNB1
1003,MYB,SELP,0.175729156116821,MYB & SELP
1004,CD38,JAK2,0.175569759110048,CD38 & JAK2
1005,LOX,SPI1,0.175233635819773,LOX & SPI1
1006,ETS1,FHL1,0.175226783096562,ETS1 & FHL1
1007,CD36,GFI1B,0.175098937252252,CD36 & GFI1B
1008,FOG1/ZFPM1,MEIS1,0.174985078499287,FOG1/ZFPM1 & MEIS1
1009,CLU,RGS18,0.174711841143449,CLU & RGS18
1010,BIM/BCL2,KLF1,0.174626742121706,BIM/BCL2 & KLF1
1011,CD9,MYB,0.174600019378415,CD9 & MYB
1012,HPRT1,P27KIP1/CDKN1B,0.174489870071936,HPRT1 & P27KIP1/CDKN1B
1013,GATA2,TMOD1,0.17429438492622,GATA2 & TMOD1
1014,EIF4EBP1,TUBB2A,0.174246201968938,EIF4EBP1 & TUBB2A
1015,ANK1,SPI1,0.174167036419365,ANK1 & SPI1
1016,HIF1A,P27KIP1/CDKN1B,0.173590484916222,HIF1A & P27KIP1/CDKN1B
1017,CD9,SDPR,0.17355283348,CD9 & SDPR
1018,CD117/KIT,FHL1,0.173046494725041,CD117/KIT & FHL1
1019,CD117/KIT,FOG1/ZFPM1,0.17296743672772,CD117/KIT & FOG1/ZFPM1
1020,BIM/BCL2,TGFB1,0.172793582526129,BIM/BCL2 & TGFB1
1021,CD9,HPRT1,0.172756202817,CD9 & HPRT1
1022,GATA1,RGS18,0.172755037879334,GATA1 & RGS18
1023,BIM/BCL2,HPRT1,0.172349744083873,BIM/BCL2 & HPRT1
1024,CD117/KIT,P27KIP1/CDKN1B,0.172319386505551,CD117/KIT & P27KIP1/CDKN1B
1025,KLF1,TMEM180/MFSD13A,0.172164795067955,KLF1 & TMEM180/MFSD13A
1026,HPRT1,SELP,0.17209088018188,HPRT1 & SELP
1027,GATA2,KLF1,0.17201395720372,GATA2 & KLF1
1028,HPRT1,RGS18,0.171927561916956,HPRT1 & RGS18
1029,CD105/ENG,PIM1,0.171855645407956,CD105/ENG & PIM1
1030,GATA1,LOX,0.171673576453601,GATA1 & LOX
1031,CD9,GABPA,0.171638041762961,CD9 & GABPA
1032,BIM/BCL2,TMEM180/MFSD13A,0.171550707300194,BIM/BCL2 & TMEM180/MFSD13A
1033,CNRIP1,MEIS1,0.171506143067442,CNRIP1 & MEIS1
1034,CD38,FOG1/ZFPM1,0.171505954554638,CD38 & FOG1/ZFPM1
1035,CD38,CLU,0.171349308618838,CD38 & CLU
1036,CXCR4,DDB1,0.171332859379306,CXCR4 & DDB1
1037,FHL1,SRD5A3,0.171140396595007,FHL1 & SRD5A3
1038,CD47,MYB,0.171004924217754,CD47 & MYB
1039,CD105/ENG,VWF,0.170941359549389,CD105/ENG & VWF
1040,FHL1,GFI1B,0.170929444220293,FHL1 & GFI1B
1041,CD61/ITGB3,JAK2,0.170927534639156,CD61/ITGB3 & JAK2
1042,FHL1,GABPA,0.170886607149305,FHL1 & GABPA
1043,CD38,HIF1A,0.170781775372636,CD38 & HIF1A
1044,HIF1A,RGS18,0.170760280984842,HIF1A & RGS18
1045,CD105/ENG,CD9,0.170299369007782,CD105/ENG & CD9
1046,CD105/ENG,TUBB2A,0.170036586851616,CD105/ENG & TUBB2A
1047,FOG1/ZFPM1,TMEM180/MFSD13A,0.169929002264752,FOG1/ZFPM1 & TMEM180/MFSD13A
1048,CD34,CD61/ITGB3,0.1696829353134,CD34 & CD61/ITGB3
1049,CD41/ITGA2B,TUBB2A,0.169331858307409,CD41/ITGA2B & TUBB2A
1050,GFI1B,SELP,0.16929625404387,GFI1B & SELP
1051,CD9,JAK2,0.168982887049872,CD9 & JAK2
1052,CCDC124,EIF4EBP1,0.168946107694744,CCDC124 & EIF4EBP1
1053,CDK4,ETS1,0.168787285333852,CDK4 & ETS1
1054,CD61/ITGB3,CDK6,0.16878147500004,CD61/ITGB3 & CDK6
1055,CD9,SPI1,0.168745269429007,CD9 & SPI1
1056,JAK2,P27KIP1/CDKN1B,0.168631399893978,JAK2 & P27KIP1/CDKN1B
1057,SPI1,TMEM180/MFSD13A,0.168544147778837,SPI1 & TMEM180/MFSD13A
1058,CD34,TMEM180/MFSD13A,0.168222897052121,CD34 & TMEM180/MFSD13A
1059,BIM/BCL2,MYB,0.168053631586628,BIM/BCL2 & MYB
1060,CD34,DHRS3,0.167763587868853,CD34 & DHRS3
1061,EIF4EBP1,PIM1,0.167708620890712,EIF4EBP1 & PIM1
1062,CTNNB1,PIM1,0.167695093530271,CTNNB1 & PIM1
1063,CD110/MPL,CD36,0.167639139997157,CD110/MPL & CD36
1064,CD61/ITGB3,FOG1/ZFPM1,0.167617451528258,CD61/ITGB3 & FOG1/ZFPM1
1065,CTNNB1,DHRS3,0.167597264359187,CTNNB1 & DHRS3
1066,CD71/TFRC,CXCR4,0.167462872063747,CD71/TFRC & CXCR4
1067,CDK4,SDPR,0.167326158590615,CDK4 & SDPR
1068,CD110/MPL,P27KIP1/CDKN1B,0.16681429787075,CD110/MPL & P27KIP1/CDKN1B
1069,CD61/ITGB3,SPI1,0.166648615643928,CD61/ITGB3 & SPI1
1070,DHRS3,SRD5A3,0.16660975626028,DHRS3 & SRD5A3
1071,CD105/ENG,RGS18,0.166583773301001,CD105/ENG & RGS18
1072,DHRS3,GATA2,0.166525662262904,DHRS3 & GATA2
1073,CD61/ITGB3,RGS18,0.166504877367652,CD61/ITGB3 & RGS18
1074,HIF1A,TMOD1,0.166371192155828,HIF1A & TMOD1
1075,MEIS1,TMEM180/MFSD13A,0.166081691345217,MEIS1 & TMEM180/MFSD13A
1076,CD34,CD38,0.165913920799301,CD34 & CD38
1077,CD36,SELP,0.165905378571459,CD36 & SELP
1078,CD9,SELP,0.165847527179765,CD9 & SELP
1079,CD47,CD71/TFRC,0.165690532866457,CD47 & CD71/TFRC
1080,CD110/MPL,FOG1/ZFPM1,0.165683993740619,CD110/MPL & FOG1/ZFPM1
1081,SPI1,VWF,0.165651111237651,SPI1 & VWF
1082,CD9,CDK4,0.165626925259674,CD9 & CDK4
1083,CLU,CNRIP1,0.16555055037738,CLU & CNRIP1
1084,CD9,LOX,0.165541953841856,CD9 & LOX
1085,ANK1,RGS18,0.165396847192051,ANK1 & RGS18
1086,CD47,MCL1,0.16538348852115,CD47 & MCL1
1087,CNRIP1,TUBB2A,0.16537459368947,CNRIP1 & TUBB2A
1088,HPRT1,PIM1,0.165126366326448,HPRT1 & PIM1
1089,ANK1,SELP,0.164966320524654,ANK1 & SELP
1090,SDPR,TMOD1,0.164894860920981,SDPR & TMOD1
1091,BIM/BCL2,TAL1,0.164855008191922,BIM/BCL2 & TAL1
1092,JAK2,RGS18,0.164661079176239,JAK2 & RGS18
1093,CCDC124,CD105/ENG,0.164619809451027,CCDC124 & CD105/ENG
1094,CD36,GATA2,0.1645766171543,CD36 & GATA2
1095,CLU,GATA1,0.164431975864012,CLU & GATA1
1096,CCDC124,HPRT1,0.163974411192304,CCDC124 & HPRT1
1097,CD38,SDPR,0.163881146926765,CD38 & SDPR
1098,BIM/BCL2,JAK2,0.163743328001742,BIM/BCL2 & JAK2
1099,FOXO3,RGS18,0.162826384427574,FOXO3 & RGS18
1100,GATA1,PIM1,0.16272065817339,GATA1 & PIM1
1101,CXCR4,ETS1,0.162337723532269,CXCR4 & ETS1
1102,FHL1,LSD1/KDM1A,0.16231998019882,FHL1 & LSD1/KDM1A
1103,ETS1,VWF,0.162279811111036,ETS1 & VWF
1104,CD47,CDK6,0.161933125156662,CD47 & CDK6
1105,BIM/BCL2,CD42/GP1BA,0.161833250695853,BIM/BCL2 & CD42/GP1BA
1106,LOX,P27KIP1/CDKN1B,0.16182692612631,LOX & P27KIP1/CDKN1B
1107,CCDC124,GFI1B,0.161746781414471,CCDC124 & GFI1B
1108,CCDC124,TGFB1,0.161672267909324,CCDC124 & TGFB1
1109,CD44,TMEM180/MFSD13A,0.161019018176182,CD44 & TMEM180/MFSD13A
1110,CD105/ENG,CXCR4,0.160533501144661,CD105/ENG & CXCR4
1111,CD36,CD61/ITGB3,0.160467105560775,CD36 & CD61/ITGB3
1112,FOXO3,RUNX1,0.160458695982789,FOXO3 & RUNX1
1113,SDPR,TMEM180/MFSD13A,0.160404954438396,SDPR & TMEM180/MFSD13A
1114,CD42/GP1BA,FHL1,0.160113233876174,CD42/GP1BA & FHL1
1115,DDB1,FHL1,0.160054479046525,DDB1 & FHL1
1116,CD41/ITGA2B,CXCR4,0.159764095731848,CD41/ITGA2B & CXCR4
1117,CD61/ITGB3,PIM1,0.159679378794438,CD61/ITGB3 & PIM1
1118,CDK6,CXCR4,0.159554555724348,CDK6 & CXCR4
1119,FOXO3,SRD5A3,0.159023471673214,FOXO3 & SRD5A3
1120,CDK4,LOX,0.158805916172269,CDK4 & LOX
1121,CDK4,PIM1,0.158532832502673,CDK4 & PIM1
1122,CD34,FOG1/ZFPM1,0.158462460094791,CD34 & FOG1/ZFPM1
1123,CTNNB1,FOXO3,0.15837721885557,CTNNB1 & FOXO3
1124,BIM/BCL2,SRD5A3,0.158301164053325,BIM/BCL2 & SRD5A3
1125,CD44,TMOD1,0.158242259147584,CD44 & TMOD1
1126,CD47,TAL1,0.158211544234061,CD47 & TAL1
1127,ANK1,TUBB2A,0.158182381305759,ANK1 & TUBB2A
1128,ETS1,FOXO3,0.157757141111012,ETS1 & FOXO3
1129,CD117/KIT,CD47,0.157734659483416,CD117/KIT & CD47
1130,CCDC124,DDB1,0.157682960391583,CCDC124 & DDB1
1131,GABPA,VWF,0.157664092004708,GABPA & VWF
1132,CXCR4,TMEM180/MFSD13A,0.157441005746794,CXCR4 & TMEM180/MFSD13A
1133,ANK1,ETS1,0.1574366320796,ANK1 & ETS1
1134,CXCR4,RGS18,0.157159043224104,CXCR4 & RGS18
1135,ANK1,CLU,0.157110740894561,ANK1 & CLU
1136,CDK4,RGS18,0.157010271145955,CDK4 & RGS18
1137,RGS18,TMEM180/MFSD13A,0.156704755812866,RGS18 & TMEM180/MFSD13A
1138,CD36,CLU,0.156702830281124,CD36 & CLU
1139,LOX,TMEM180/MFSD13A,0.156564196155486,LOX & TMEM180/MFSD13A
1140,CD44,PIM1,0.156163057341009,CD44 & PIM1
1141,CD36,TMEM180/MFSD13A,0.15612966153209,CD36 & TMEM180/MFSD13A
1142,DHRS3,GABPA,0.156100698714845,DHRS3 & GABPA
1143,CCDC124,SRD5A3,0.155989557686943,CCDC124 & SRD5A3
1144,PIM1,SDPR,0.155818683511888,PIM1 & SDPR
1145,CD47,EIF4EBP1,0.15576318785933,CD47 & EIF4EBP1
1146,CCDC124,GATA1,0.15557920515094,CCDC124 & GATA1
1147,PIM1,VWF,0.155436516150083,PIM1 & VWF
1148,LOX,SDPR,0.155383192588617,LOX & SDPR
